Tipo_Estacao,Local_Nome_Estacao,Contagem,Média,Mediana,Desvio Padrão,Mínimo,Máximo,Valores Nulos,% Nulos
automatica,ABROLHOS,72,5.66,5.35,1.0,4.1,8.2,82,53.25
automatica,ACARAU,110,3.21,3.3,1.16,0.1,5.0,44,28.57
automatica,AFONSO CLAUDIO,132,1.95,1.95,0.3,1.4,2.7,22,14.29
automatica,AGUA BOA,88,2.31,2.3,0.39,1.4,3.3,66,42.86
automatica,AGUA CLARA,152,1.24,1.2,0.21,0.7,1.9,2,1.3
automatica,AGUAS EMENDADAS,149,1.95,1.9,0.31,1.4,3.2,5,3.25
automatica,AGUAS VERMELHAS,130,1.99,2.0,0.52,0.0,3.4,24,15.58
automatica,AIMORES,116,2.7,2.65,0.53,1.9,4.0,38,24.68
automatica,ALEGRE,145,1.38,1.4,0.19,1.0,1.9,9,5.84
automatica,ALEGRETE,140,2.04,2.0,0.32,1.4,2.9,14,9.09
automatica,ALFREDO CHAVES,139,1.89,1.9,0.24,1.4,2.7,15,9.74
automatica,ALMAS,71,1.51,1.5,0.22,1.1,2.1,33,31.73
automatica,ALMENARA,141,1.52,1.4,0.48,0.7,2.7,13,8.44
automatica,ALTA FLORESTA,101,1.39,1.4,0.17,1.0,1.9,53,34.42
automatica,ALTAMIRA,45,0.9,0.9,0.16,0.6,1.3,28,38.36
automatica,ALTO ARAGUAIA,52,2.34,2.3,0.21,2.0,2.8,102,66.23
automatica,ALTO PARAISO DE GOIAS,129,1.98,2.0,0.5,0.2,3.7,25,16.23
automatica,ALTO PARNAIBA,129,0.88,0.9,0.24,0.2,1.6,25,16.23
automatica,ALTO TAQUARI,137,2.36,2.4,0.4,0.2,3.2,17,11.04
automatica,ALVORADA DO GURGUEIA,107,1.78,1.8,0.43,1.0,3.0,47,30.52
automatica,AMAMBAI,107,1.65,1.5,0.42,0.8,2.9,47,30.52
automatica,AMARGOSA,140,1.66,1.4,0.88,0.2,3.6,14,9.09
automatica,ANGICAL DO PIAUI,23,1.06,1.0,0.2,0.8,1.4,37,61.67
automatica,ANGRA DOS REIS,66,0.65,0.6,0.18,0.3,1.2,21,24.14
automatica,APIACAS,84,0.69,0.7,0.26,0.0,1.2,70,45.45
automatica,APODI,112,2.71,2.9,1.01,0.1,4.2,42,27.27
automatica,APUI,81,0.64,0.5,0.22,0.3,1.1,73,47.4
automatica,AQUIDAUANA,89,1.02,1.0,0.33,0.3,1.8,65,42.21
automatica,ARACAJU,132,2.56,2.6,0.95,0.0,4.7,22,14.29
automatica,ARACUAI,82,1.35,1.2,0.53,0.6,2.8,8,8.89
automatica,ARAGARCAS,112,1.21,1.2,0.16,0.8,1.5,42,27.27
automatica,ARAGUACU,84,1.76,1.8,0.21,1.3,2.3,27,24.32
automatica,ARAGUAINA,103,0.46,0.4,0.32,0.0,1.4,51,33.12
automatica,ARAGUATINS,97,1.57,1.5,0.17,1.3,2.0,57,37.01
automatica,ARAPIRACA,100,2.08,2.1,0.94,0.2,3.9,54,35.06
automatica,ARARANGUA,135,2.14,2.1,0.41,1.0,3.0,19,12.34
automatica,ARAXA,153,2.45,2.4,0.36,1.7,3.7,1,0.65
automatica,ARCO VERDE,120,3.35,3.4,0.51,1.9,4.6,34,22.08
automatica,AREIA,137,3.65,3.9,1.07,0.0,5.2,17,11.04
automatica,AREMBEPE,19,5.98,5.9,0.63,4.8,7.6,3,13.64
automatica,ARIQUEMES,68,1.36,1.4,0.18,0.8,1.7,86,55.84
automatica,ARIRANHA,113,1.6,1.6,0.46,0.3,2.5,41,26.62
automatica,ARQ.SAO PEDRO E SAO PAULO,9,5.54,6.0,1.0,4.3,6.6,103,91.96
automatica,ARRAIAL DO CABO,140,4.78,4.75,0.9,3.0,7.2,14,9.09
automatica,AUTAZES,0,,,,,,154,100.0
automatica,AVARE,106,2.15,2.15,0.59,0.2,3.3,48,31.17
automatica,BACABAL,117,1.05,1.0,0.35,0.4,1.8,37,24.03
automatica,BAGE,138,3.36,3.4,0.64,0.7,4.4,16,10.39
automatica,BAIXA GRANDE DO RIBEIRO,42,2.04,1.9,0.66,1.0,3.6,38,47.5
automatica,BALSAS,99,1.22,1.2,0.42,0.1,2.5,55,35.71
automatica,BAMBUI,87,1.29,1.3,0.21,0.9,1.9,9,9.38
automatica,BARBACENA,142,1.46,1.9,0.92,0.0,2.8,12,7.79
automatica,BARBALHA,97,1.71,1.7,0.44,1.0,3.1,57,37.01
automatica,BARCELOS,91,0.77,0.8,0.23,0.1,1.4,63,40.91
automatica,BARRA,131,1.82,1.7,0.44,1.1,3.1,23,14.94
automatica,BARRA BONITA,113,2.08,2.2,0.88,0.0,3.8,41,26.62
automatica,BARRA DO CORDA,109,1.28,1.3,0.3,0.8,2.0,45,29.22
automatica,BARRA DO TURVO,123,0.6,0.6,0.27,0.0,1.2,31,20.13
automatica,BARREIRAS,144,1.14,1.4,0.77,0.0,2.6,10,6.49
automatica,BARRETOS,139,1.18,1.1,0.17,0.9,1.6,15,9.74
automatica,BARUERI,114,1.39,1.6,0.56,0.0,2.2,40,25.97
automatica,BATAGUASSU,109,3.14,3.2,0.43,2.4,4.1,31,22.14
automatica,BAURU,143,1.38,1.4,0.32,0.5,2.1,11,7.14
automatica,BEBEDOURO,64,1.84,1.9,0.42,1.1,2.6,33,34.02
automatica,BELA VISTA,88,1.86,1.9,0.27,1.4,2.5,46,34.33
automatica,BELEM,146,0.81,0.8,0.24,0.0,1.7,8,5.19
automatica,BELMONTE,119,1.6,1.6,0.24,1.1,2.4,35,22.73
automatica,BELO HORIZONTE (PAMPULHA),154,1.87,1.9,0.41,1.1,2.9,0,0.0
automatica,BENTO GONCALVES,148,2.81,2.8,0.26,2.1,3.6,6,3.9
automatica,BERTIOGA,50,1.36,1.4,0.13,1.1,1.6,44,46.81
automatica,BOA VISTA,27,1.92,1.9,0.52,1.2,2.9,127,82.47
automatica,BOCA DO ACRE,105,1.1,1.1,0.14,0.7,1.4,49,31.82
automatica,BOM JARDIM DA SERRA - MORRO DA IGREJA,107,7.32,7.1,1.13,5.0,9.9,47,30.52
automatica,BOM JESUS DA LAPA,114,1.34,1.4,0.36,0.4,2.2,40,25.97
automatica,BOM JESUS DO PIAUI,134,1.01,0.95,0.88,0.0,3.0,20,12.99
automatica,BRAGANCA,132,1.38,1.4,0.74,0.0,3.1,22,14.29
automatica,BRAGANCA PAULISTA,74,1.77,1.75,0.35,1.1,3.2,9,10.84
automatica,BRASILIA,154,2.25,2.2,0.29,1.6,3.5,0,0.0
automatica,BRASNORTE (NOVO MUNDO),98,1.38,1.6,0.92,0.1,3.3,56,36.36
automatica,BRAZLANDIA,86,2.21,2.2,0.43,1.4,3.6,2,2.27
automatica,BREJO GRANDE,104,1.74,1.7,0.57,0.0,3.1,50,32.47
automatica,BREVES,29,0.96,0.9,0.08,0.9,1.1,56,65.88
automatica,BRUMADO,150,1.49,1.4,0.4,0.5,2.5,4,2.6
automatica,BURITICUPU,89,2.28,2.2,0.44,1.5,3.3,65,42.21
automatica,BURITIRAMA,111,1.53,1.5,0.9,0.0,3.4,43,27.92
automatica,BURITIS,116,2.54,2.6,0.46,1.3,3.7,38,24.68
automatica,CABACEIRAS,138,2.42,2.65,1.05,0.1,4.1,16,10.39
automatica,CABROBO,136,2.25,2.05,1.37,0.1,4.8,18,11.69
automatica,CACADOR,148,1.09,1.25,0.69,0.0,2.4,6,3.9
automatica,CACAPAVA DO SUL,112,3.86,3.85,0.37,2.9,4.8,42,27.27
automatica,CACERES,89,1.34,1.3,0.13,1.1,1.7,18,16.82
automatica,CACHOEIRA PAULISTA,68,1.11,1.15,0.47,0.2,2.1,17,20.0
automatica,CACOAL,120,1.34,1.3,0.09,1.1,1.6,34,22.08
automatica,CAIAPONIA,130,1.33,1.5,0.43,0.0,2.1,24,15.58
automatica,CAICO,102,2.96,3.0,0.68,1.5,4.1,52,33.77
automatica,CALCANHAR,53,6.94,7.2,1.8,0.0,8.7,101,65.58
automatica,CALDAS,151,0.82,0.8,0.25,0.1,1.3,3,1.95
automatica,CAMAQUA,137,0.78,0.7,0.42,0.1,1.8,17,11.04
automatica,CAMARATUBA,119,1.86,1.6,1.16,0.1,4.3,35,22.73
automatica,CAMBARA DO SUL,91,2.96,3.0,0.22,2.4,3.4,5,5.21
automatica,CAMBUCI,136,1.09,1.1,0.31,0.5,2.0,18,11.69
automatica,CAMETA,80,1.82,1.7,0.29,1.4,2.4,74,48.05
automatica,CAMPINA GRANDE,137,3.35,3.4,0.61,1.9,4.6,17,11.04
automatica,CAMPINA VERDE,135,1.72,1.8,0.32,0.9,2.5,19,12.34
automatica,CAMPO BOM,131,1.21,1.2,0.19,0.8,1.7,1,0.76
automatica,CAMPO GRANDE,152,2.75,2.8,0.84,0.5,4.3,2,1.3
automatica,CAMPO MAIOR,34,1.51,1.55,0.54,0.2,2.3,38,52.78
automatica,CAMPO NOVO DOS PARECIS,104,1.63,1.6,0.23,1.2,2.4,50,32.47
automatica,CAMPO VERDE,118,2.67,2.7,0.37,1.4,3.8,36,23.38
automatica,CAMPOS DO JORDAO,60,1.23,1.2,0.16,1.0,1.6,94,61.04
automatica,CAMPOS DOS GOYTACAZES,141,2.98,2.9,0.54,2.0,4.5,13,8.44
automatica,CAMPOS DOS GOYTACAZES - SAO TOME,131,3.45,3.6,1.29,0.0,5.7,23,14.94
automatica,CAMPOS LINDOS,57,1.92,1.9,0.23,1.6,2.5,88,60.69
automatica,CAMPOS NOVOS,67,3.46,3.4,0.43,2.8,4.3,2,2.9
automatica,CAMPOS SALES,99,2.02,2.2,1.36,0.0,4.7,55,35.71
automatica,CANELA,113,2.87,2.9,0.32,2.1,3.7,41,26.62
automatica,CANGUCU,142,4.59,4.5,0.43,3.6,5.8,12,7.79
automatica,CANTO DO BURITI,133,2.57,2.5,0.63,1.6,4.4,21,13.64
automatica,CAPAO DO LEAO (PELOTAS),61,3.23,3.2,0.39,2.4,4.1,3,4.69
automatica,CAPELINHA,139,1.93,1.9,0.42,1.1,3.2,15,9.74
automatica,CAPITAO POCO,112,1.85,1.8,0.39,1.2,2.7,42,27.27
automatica,CARACOL,117,2.11,2.0,0.56,1.2,4.1,37,24.03
automatica,CARATINGA,139,1.46,1.5,0.38,0.5,2.7,15,9.74
automatica,CARAVELAS,116,2.71,2.6,0.72,1.1,5.0,38,24.68
automatica,CARIRA,97,2.63,2.6,1.26,0.0,5.0,32,24.81
automatica,CARLINDA,111,1.07,1.1,0.43,0.2,2.0,43,27.92
automatica,CARMO,70,0.91,0.9,0.13,0.7,1.1,3,4.11
automatica,CAROLINA,132,1.08,1.1,0.36,0.1,1.7,22,14.29
automatica,CARUARU,115,3.0,3.0,0.46,2.1,4.3,39,25.32
automatica,CASA BRANCA,131,1.43,1.4,0.27,0.8,2.2,23,14.94
automatica,CASSILANDIA,123,1.25,1.3,0.35,0.0,1.9,31,20.13
automatica,CASTANHAL,118,0.95,0.8,0.82,0.0,2.9,36,23.38
automatica,CASTELO DO PIAUI,109,1.93,1.9,0.44,1.1,2.8,45,29.22
automatica,CASTRO,114,1.44,1.4,0.3,0.8,2.1,40,25.97
automatica,CATALAO,146,1.81,1.8,0.46,0.4,2.9,8,5.19
automatica,CAXIAS,112,1.29,1.2,0.19,0.9,1.8,42,27.27
automatica,CHAPADA GAUCHA,136,2.66,2.7,0.46,1.4,3.9,18,11.69
automatica,CHAPADAO DO SUL,114,1.98,2.1,0.58,0.4,3.1,40,25.97
automatica,CHAPADINHA,111,1.82,1.8,0.28,1.3,2.6,43,27.92
automatica,CHAPECO,67,3.44,3.4,0.37,2.7,4.3,2,2.9
automatica,CIDADE GAUCHA,114,1.53,1.65,0.57,0.2,2.6,40,25.97
automatica,CLEVELANDIA,106,3.48,3.4,0.37,2.5,4.6,48,31.17
automatica,COARI,88,1.17,1.2,0.24,0.0,1.7,66,42.86
automatica,COLINAS,121,0.9,0.9,0.34,0.1,2.0,33,21.43
automatica,COLINAS DO TOCANTINS,82,1.55,1.5,0.2,1.1,2.1,14,14.58
automatica,COMODORO,118,1.26,1.3,0.3,0.2,1.9,36,23.38
automatica,CONCEICAO DAS ALAGOAS,146,1.94,2.1,0.72,0.2,3.1,8,5.19
automatica,CONCEICAO DO ARAGUAIA,134,1.34,1.3,0.12,1.1,1.7,20,12.99
automatica,CONDE,109,2.73,3.1,1.11,0.1,4.4,45,29.22
automatica,CONFRESA,57,1.4,1.4,0.24,0.9,1.8,18,24.0
automatica,CORONEL PACHECO,141,1.36,1.4,0.16,1.1,1.8,4,2.76
automatica,CORRENTE,61,1.47,1.4,0.24,1.1,2.1,19,23.75
automatica,CORRENTINA,131,1.49,1.4,0.22,1.1,2.2,23,14.94
automatica,CORUMBA,114,1.56,1.7,0.69,0.2,3.0,40,25.97
automatica,CORURIPE,130,2.31,2.3,0.26,1.7,3.3,24,15.58
automatica,COSTA RICA,137,3.27,3.2,0.37,2.5,4.0,6,4.2
automatica,COTRIGUACU,100,1.11,1.1,0.16,0.4,1.5,54,35.06
automatica,COXIM,128,0.89,0.9,0.39,0.0,1.8,26,16.88
automatica,CRATEUS,140,2.07,2.1,0.45,0.6,3.1,14,9.09
automatica,CRISTALINA,154,2.02,2.4,1.12,0.0,3.7,0,0.0
automatica,CRISTALINA (FAZENDA SANTA MONICA),79,1.92,1.9,0.4,1.0,2.7,3,3.66
automatica,CRUZ ALTA,149,2.61,2.9,1.04,0.2,4.3,5,3.25
automatica,CRUZ DAS ALMAS,120,2.26,2.45,0.63,0.6,3.2,34,22.08
automatica,CRUZEIRO DO SUL,56,0.91,0.9,0.11,0.6,1.1,58,50.88
automatica,CUIABA,131,1.61,1.6,0.22,1.1,2.1,23,14.94
automatica,CURACA,80,3.09,3.2,0.51,2.0,4.2,31,27.93
automatica,CURITIBA,148,1.87,1.9,0.27,1.2,2.4,6,3.9
automatica,CURITIBANOS,141,2.57,2.7,0.76,0.3,4.0,13,8.44
automatica,CURVELO,137,1.59,1.5,0.34,0.9,2.5,17,11.04
automatica,DELFINO,111,2.54,2.6,0.48,1.2,3.7,43,27.92
automatica,DIAMANTE DO NORTE,118,2.01,2.3,0.85,0.3,3.6,36,23.38
automatica,DIAMANTINA,146,2.94,3.0,0.48,1.9,5.0,8,5.19
automatica,DIANOPOLIS,141,2.49,2.4,1.02,0.1,4.8,13,8.44
automatica,DIONISIO CERQUEIRA,133,2.96,3.1,1.11,0.0,4.7,21,13.64
automatica,DIVINOPOLIS,65,2.05,2.0,0.19,1.7,2.5,20,23.53
automatica,DOIS VIZINHOS,117,1.86,2.1,0.79,0.2,3.2,37,24.03
automatica,DOM ELISEU,77,1.81,1.8,0.27,1.3,2.4,3,3.75
automatica,DOM PEDRITO,123,3.44,3.5,0.43,2.5,4.5,31,20.13
automatica,DORES DO INDAIA,143,1.7,1.7,0.58,0.0,2.8,11,7.14
automatica,DOURADOS,116,2.14,2.2,0.67,0.1,3.1,38,24.68
automatica,DRACENA,58,2.84,2.9,0.37,2.2,3.6,38,39.58
automatica,DUQUE DE CAXIAS - XEREM,148,0.7,0.7,0.16,0.0,1.1,6,3.9
automatica,ECOPORANGA,54,1.87,1.85,0.31,1.3,2.4,38,41.3
automatica,EDEIA,73,1.75,1.7,0.47,0.9,3.2,14,16.09
automatica,EIRUNEPE,4,0.85,0.85,0.06,0.8,0.9,143,97.28
automatica,ENCRUZILHADA DO SUL,71,2.67,2.7,0.25,2.0,3.2,9,11.25
automatica,EPITACIOLANDIA,105,0.94,0.9,0.07,0.8,1.1,49,31.82
automatica,ERECHIM,131,1.7,1.9,0.71,0.0,2.7,23,14.94
automatica,ESPERANTINA,78,1.18,1.15,0.52,0.2,2.4,5,6.02
automatica,ESPINOSA,91,2.66,2.6,0.6,1.5,4.3,63,40.91
automatica,ESTREITO,124,0.91,0.9,0.39,0.0,1.8,30,19.48
automatica,EUCLIDES DA CUNHA,97,3.01,3.0,0.52,2.1,4.2,57,37.01
automatica,FACULDADE DA TERRA DE BRASILIA,13,3.58,3.5,0.49,2.9,4.7,1,7.14
automatica,FAROL de SANTANA,58,3.38,3.35,0.5,2.3,4.2,96,62.34
automatica,FEIJO,96,1.37,1.4,0.1,1.1,1.6,58,37.66
automatica,FEIRA DE SANTANA,120,2.41,2.3,0.3,1.9,3.0,34,22.08
automatica,FLORESTA,134,3.05,3.1,0.47,1.9,4.0,20,12.99
automatica,FLORESTAL,150,0.77,0.7,0.2,0.4,1.3,4,2.6
automatica,FLORIANO,109,1.3,1.1,0.58,0.4,3.3,45,29.22
automatica,FLORIANOPOLIS,149,1.56,1.7,0.57,0.4,2.5,5,3.25
automatica,FORMIGA,143,1.66,1.6,0.36,0.9,2.5,11,7.14
automatica,FORMOSA DO RIO PRETO,75,1.24,1.2,0.22,0.9,2.0,26,25.74
automatica,FORMOSO DO ARAGUAIA,128,1.66,1.6,0.31,1.0,2.7,26,16.88
automatica,FORTALEZA,133,2.52,2.5,0.7,1.1,3.8,21,13.64
automatica,FOZ DO IGUACU,115,2.45,2.6,0.76,0.3,4.0,39,25.32
automatica,FRANCA,145,1.87,1.9,0.36,0.9,2.6,9,5.84
automatica,FREDERICO WESTPHALEN,149,1.34,1.4,0.6,0.0,2.4,5,3.25
automatica,GAMA (PONTE ALTA),119,2.25,2.1,0.44,1.6,4.2,3,2.46
automatica,GARANHUNS,135,2.12,2.2,1.06,0.0,4.8,19,12.34
automatica,GAUCHA DO NORTE,117,1.04,1.1,0.3,0.0,1.6,37,24.03
automatica,GENERAL CARNEIRO,136,0.91,0.8,0.29,0.3,1.9,18,11.69
automatica,GILBUES,119,2.24,2.0,0.65,1.3,4.0,35,22.73
automatica,GOIANESIA,129,1.01,1.0,0.35,0.3,2.0,25,16.23
automatica,GOIANIA,154,1.11,1.1,0.25,0.7,2.3,0,0.0
automatica,GOIAS,143,1.05,1.0,0.43,0.0,2.3,11,7.14
automatica,GOIOERE,59,2.21,2.2,0.31,1.6,2.9,95,61.69
automatica,GOVERNADOR VALADARES,132,1.6,1.5,0.44,1.0,2.8,22,14.29
automatica,GRAJAU,54,1.57,1.55,0.17,1.3,1.8,100,64.94
automatica,GUANAMBI,135,3.87,3.9,0.98,2.0,6.3,19,12.34
automatica,GUANHAES,152,1.62,1.6,0.37,0.9,2.5,2,1.3
automatica,GUARAMIRANGA,95,3.15,3.3,0.65,1.0,4.1,59,38.31
automatica,GUARANTA DO NORTE,118,0.71,0.7,0.22,0.0,1.3,36,23.38
automatica,GUARDA-MOR,125,1.58,1.5,0.64,0.3,3.7,29,18.83
automatica,GUIRATINGA,132,0.75,0.8,0.46,0.0,1.6,22,14.29
automatica,GURUPI,135,1.16,1.1,0.21,0.7,1.6,19,12.34
automatica,HUMAITA,85,1.0,1.2,0.42,0.1,1.5,69,44.81
automatica,IBIMIRIM,137,2.95,2.9,0.51,1.9,4.5,17,11.04
automatica,IBIRITE (ROLA MOCA),150,3.55,3.7,0.94,1.0,5.3,4,2.6
automatica,IBIRUBA,134,2.45,2.4,0.23,1.9,3.2,9,6.29
automatica,IBITINGA,145,1.52,1.5,0.51,0.2,2.7,9,5.84
automatica,IBOTIRAMA,131,1.7,1.6,0.75,0.1,4.2,23,14.94
automatica,ICARAIMA,79,2.61,2.8,0.92,0.9,4.2,75,48.7
automatica,IGUAPE,116,1.28,1.3,0.31,0.4,1.9,38,24.68
automatica,IGUATU,110,2.43,2.45,0.63,1.4,3.8,44,28.57
automatica,ILHA DE TRINDADE,0,,,,,,10,100.0
automatica,ILHA DO MEL,57,2.58,2.6,0.39,1.8,3.4,17,22.97
automatica,ILHEUS,110,2.16,2.1,0.14,1.9,2.6,44,28.57
automatica,IMPERATRIZ,139,0.73,0.7,0.51,0.0,3.8,15,9.74
automatica,INACIO MARTINS,125,2.01,2.3,0.77,0.0,3.1,29,18.83
automatica,INDAIAL,125,0.96,1.0,0.25,0.0,1.4,29,18.83
automatica,IPANGUACU,40,2.04,2.0,0.78,0.9,3.4,44,52.38
automatica,IPERO,120,2.0,2.1,0.66,0.1,3.2,34,22.08
automatica,IPIAU,104,1.44,1.4,0.19,1.1,2.1,50,32.47
automatica,IPORA,37,1.82,1.8,0.4,1.1,2.5,100,72.99
automatica,IRECE,132,2.73,2.7,0.67,0.7,4.0,22,14.29
automatica,ITABAIANA,35,2.94,2.9,0.54,2.1,4.1,56,61.54
automatica,ITABAIANINHA,111,2.62,2.6,0.38,1.9,3.7,43,27.92
automatica,ITABERABA,151,2.01,2.0,0.48,1.2,3.2,3,1.95
automatica,ITACOATIARA,131,0.91,1.0,0.33,0.0,1.6,23,14.94
automatica,ITAITUBA,110,0.76,0.8,0.36,0.0,1.4,44,28.57
automatica,ITAJAI,140,1.56,1.6,0.26,1.0,2.3,14,9.09
automatica,ITAMARAJU,55,2.47,2.5,0.41,1.6,3.6,47,46.08
automatica,ITAOBIM,147,1.69,1.7,0.63,0.1,2.8,7,4.55
automatica,ITAPACI,114,1.08,1.1,0.37,0.1,1.8,40,25.97
automatica,ITAPETINGA,128,2.12,2.1,0.45,1.4,3.4,26,16.88
automatica,ITAPEVA,138,2.13,2.2,0.76,0.0,3.7,16,10.39
automatica,ITAPIPOCA,98,4.2,4.3,1.05,1.9,6.0,56,36.36
automatica,ITAPIRA,107,0.93,0.9,0.24,0.4,1.6,47,30.52
automatica,ITAPOA,130,0.93,1.0,0.46,0.0,1.7,24,15.58
automatica,ITAPORANGA,33,2.07,2.0,0.52,1.3,3.1,51,60.71
automatica,ITAQUIRAI,125,1.67,1.7,0.62,0.3,3.4,29,18.83
automatica,ITATIAIA - AGULHAS NEGRAS,42,2.8,2.8,0.28,2.4,3.4,22,34.38
automatica,ITAUBAL,20,1.82,1.75,0.67,0.9,2.9,67,77.01
automatica,ITIQUIRA,102,1.35,1.25,0.9,0.2,3.5,52,33.77
automatica,ITIRUCU,129,2.19,2.2,0.42,1.1,3.2,25,16.23
automatica,ITUIUTABA,129,1.47,1.4,0.41,0.7,2.6,25,16.23
automatica,ITUMBIARA,135,1.34,1.5,0.81,0.0,3.4,19,12.34
automatica,ITUPORANGA,136,0.92,0.9,0.32,0.1,1.6,18,11.69
automatica,ITUVERAVA,132,1.6,1.5,0.24,1.0,2.3,22,14.29
automatica,IVAI,126,1.48,1.5,0.38,0.1,2.2,28,18.18
automatica,IVINHEMA,102,2.43,2.4,0.3,1.7,3.3,52,33.77
automatica,JACAREPAGUA,14,2.0,2.0,0.23,1.6,2.3,4,22.22
automatica,JACOBINA,100,1.95,2.0,0.42,1.1,3.0,54,35.06
automatica,JAGUARAO,144,2.26,2.5,0.93,0.1,3.7,10,6.49
