Tipo_Estacao,Data_Inicial,Data_Final,Data_Medicao,Periodicidade_Medicao,Local_Nome_Estacao,Situacao,Codigo_Estacao,Latitude,Longitude,Altitude,Direcao_Vento_Predominante_Mensal_graus,Evaporacao_Piche_Mensal_mm,Evapotranspiracao_Potencial_BH_Mensal_mm,Evapotranspiracao_Real_BH_Mensal_mm,Insolacao_Total_Mensal_horas,Nebulosidade_Media_Mensal_decimos,Numero_de_dias_com_precip_pluv_mensal,Numero_de_dias_com_precip_pluv_mensal_auto_em_numero,Precipitacao_total_mensal_auto_em_mm,Precipitacao_total_mensal_mm,Pressao_atmosferica_media_mensal_auto_em_mB,Pressao_atmosferica_media_mensal_mB,Pressao_atmosferica_nivel_mar_media_mensal_mB,Temperatura_maxima_media_mensal_Celsius,Temperatura_media_compensada_mensal_Celsius,Temperatura_media_mensal_auto_Celsius,Temperatura_minima_media_mensal_Celsius,Umidade_relativa_ar_media_mensal_percentual,VENTO_velocidade_MAXIMA_mensal_auto_em_metros_seg,VENTO_velocidade_MAXIMA_mensal_metros_seg,VENTO_velocidade_MEDIA_mensal_auto_em_metros_seg,VENTO_velocidade_MEDIA_mensal_metros_seg,Visibilidade_media_mensal_codigo
automatica,01/01/2012,31/10/2024,31/10/2020,Mensal,BRASILIA,Operante,A106,-1578944444.0,-4792583332.0,1160.96,,,,,,,,12.0,165.6,,886.1,,,,,23.7,,,6.1,,2.3,,
automatica,01/01/2012,31/10/2024,30/11/2020,Mensal,BRASILIA,Operante,A107,-1578944444.0,-4792583332.0,1160.96,,,,,,,,19.0,229.6,,886.0,,,,,21.6,,,5.3,,2.2,,
automatica,01/01/2012,31/10/2024,31/12/2020,Mensal,BRASILIA,Operante,A108,-1578944444.0,-4792583332.0,1160.96,,,,,,,,16.0,154.6,,885.8,,,,,22.4,,,6.5,,2.0,,
automatica,01/01/2012,31/10/2024,31/01/2021,Mensal,BRASILIA,Operante,A109,-1578944444.0,-4792583332.0,1160.96,,,,,,,,13.0,261.6,,886.0,,,,,22.3,,,7.0,,2.0,,
automatica,01/01/2012,31/10/2024,28/02/2021,Mensal,BRASILIA,Operante,A110,-1578944444.0,-4792583332.0,1160.96,,,,,,,,24.0,536.2,,885.2,,,,,20.9,,,6.6,,2.0,,
automatica,01/01/2012,31/10/2024,31/03/2021,Mensal,BRASILIA,Operante,A111,-1578944444.0,-4792583332.0,1160.96,,,,,,,,9.0,164.0,,886.6,,,,,21.7,,,6.1,,2.0,,
automatica,01/01/2012,31/10/2024,30/04/2021,Mensal,BRASILIA,Operante,A112,-1578944444.0,-4792583332.0,1160.96,,,,,,,,12.0,121.8,,887.1,,,,,20.7,,,6.1,,2.0,,
automatica,01/01/2012,31/10/2024,31/05/2021,Mensal,BRASILIA,Operante,A113,-1578944444.0,-4792583332.0,1160.96,,,,,,,,1.0,4.0,,888.8,,,,,19.9,,,5.0,,1.8,,
automatica,01/01/2012,31/10/2024,30/06/2021,Mensal,BRASILIA,Operante,A114,-1578944444.0,-4792583332.0,1160.96,,,,,,,,1.0,29.6,,889.4,,,,,19.3,,,6.2,,2.0,,
automatica,01/01/2012,31/10/2024,31/07/2021,Mensal,BRASILIA,Operante,A115,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,890.5,,,,,18.4,,,5.3,,2.1,,
automatica,01/01/2012,31/10/2024,31/08/2021,Mensal,BRASILIA,Operante,A116,-1578944444.0,-4792583332.0,1160.96,,,,,,,,1.0,2.8,,889.6,,,,,20.9,,,6.2,,2.6,,
automatica,01/01/2012,31/10/2024,30/09/2021,Mensal,BRASILIA,Operante,A117,-1578944444.0,-4792583332.0,1160.96,,,,,,,,3.0,12.6,,887.6,,,,,24.9,,,5.8,,2.2,,
automatica,01/01/2012,31/10/2024,31/10/2021,Mensal,BRASILIA,Operante,A118,-1578944444.0,-4792583332.0,1160.96,,,,,,,,12.0,148.2,,886.2,,,,,23.2,,,5.6,,2.2,,
automatica,01/01/2012,31/10/2024,30/11/2021,Mensal,BRASILIA,Operante,A119,-1578944444.0,-4792583332.0,1160.96,,,,,,,,22.0,349.8,,885.1,,,,,21.3,,,6.4,,2.1,,
automatica,01/01/2012,31/10/2024,31/12/2021,Mensal,BRASILIA,Operante,A120,-1578944444.0,-4792583332.0,1160.96,,,,,,,,25.0,387.4,,884.2,,,,,21.2,,,6.5,,2.1,,
automatica,01/01/2012,31/10/2024,31/01/2022,Mensal,BRASILIA,Operante,A121,-1578944444.0,-4792583332.0,1160.96,,,,,,,,16.0,138.0,,885.8,,,,,21.5,,,6.0,,2.5,,
automatica,01/01/2012,31/10/2024,28/02/2022,Mensal,BRASILIA,Operante,A122,-1578944444.0,-4792583332.0,1160.96,,,,,,,,21.0,236.6,,886.1,,,,,21.3,,,5.2,,2.1,,
automatica,01/01/2012,31/10/2024,31/03/2022,Mensal,BRASILIA,Operante,A123,-1578944444.0,-4792583332.0,1160.96,,,,,,,,11.0,121.6,,886.4,,,,,22.2,,,8.1,,2.0,,
automatica,01/01/2012,31/10/2024,30/04/2022,Mensal,BRASILIA,Operante,A124,-1578944444.0,-4792583332.0,1160.96,,,,,,,,3.0,23.4,,887.0,,,,,22.3,,,5.1,,2.1,,
automatica,01/01/2012,31/10/2024,31/05/2022,Mensal,BRASILIA,Operante,A125,-1578944444.0,-4792583332.0,1160.96,,,,,,,,1.0,14.6,,888.6,,,,,19.6,,,5.6,,2.1,,
automatica,01/01/2012,31/10/2024,30/06/2022,Mensal,BRASILIA,Operante,A126,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,888.8,,,,,19.5,,,4.8,,2.0,,
automatica,01/01/2012,31/10/2024,31/07/2022,Mensal,BRASILIA,Operante,A127,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,889.8,,,,,19.4,,,6.4,,2.4,,
automatica,01/01/2012,31/10/2024,31/08/2022,Mensal,BRASILIA,Operante,A128,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,889.1,,,,,21.1,,,6.6,,2.5,,
automatica,01/01/2012,31/10/2024,30/09/2022,Mensal,BRASILIA,Operante,A129,-1578944444.0,-4792583332.0,1160.96,,,,,,,,4.0,40.4,,887.6,,,,,22.9,,,5.4,,2.4,,
automatica,01/01/2012,31/10/2024,31/10/2022,Mensal,BRASILIA,Operante,A130,-1578944444.0,-4792583332.0,1160.96,,,,,,,,6.0,21.4,,886.5,,,,,23.7,,,5.6,,2.4,,
automatica,01/01/2012,31/10/2024,30/11/2022,Mensal,BRASILIA,Operante,A131,-1578944444.0,-4792583332.0,1160.96,,,,,,,,21.0,442.4,,885.3,,,,,20.7,,,5.5,,2.1,,
automatica,01/01/2012,31/10/2024,31/12/2022,Mensal,BRASILIA,Operante,A132,-1578944444.0,-4792583332.0,1160.96,,,,,,,,22.0,322.6,,884.9,,,,,20.8,,,5.3,,2.2,,
automatica,01/01/2012,31/10/2024,31/01/2023,Mensal,BRASILIA,Operante,A133,-1578944444.0,-4792583332.0,1160.96,,,,,,,,23.0,191.4,,886.4,,,,,21.0,,,7.2,,2.1,,
automatica,01/01/2012,31/10/2024,28/02/2023,Mensal,BRASILIA,Operante,A134,-1578944444.0,-4792583332.0,1160.96,,,,,,,,10.0,55.0,,886.8,,,,,22.7,,,5.3,,1.9,,
automatica,01/01/2012,31/10/2024,31/03/2023,Mensal,BRASILIA,Operante,A135,-1578944444.0,-4792583332.0,1160.96,,,,,,,,16.0,135.2,,887.2,,,,,21.6,,,5.5,,1.8,,
automatica,01/01/2012,31/10/2024,30/04/2023,Mensal,BRASILIA,Operante,A136,-1578944444.0,-4792583332.0,1160.96,,,,,,,,14.0,160.6,,886.9,,,,,21.0,,,7.7,,2.0,,
automatica,01/01/2012,31/10/2024,31/05/2023,Mensal,BRASILIA,Operante,A137,-1578944444.0,-4792583332.0,1160.96,,,,,,,,2.0,28.4,,888.7,,,,,20.0,,,4.6,,1.8,,
automatica,01/01/2012,31/10/2024,30/06/2023,Mensal,BRASILIA,Operante,A138,-1578944444.0,-4792583332.0,1160.96,,,,,,,,3.0,2.2,,890.3,,,,,19.3,,,4.8,,2.0,,
automatica,01/01/2012,31/10/2024,31/07/2023,Mensal,BRASILIA,Operante,A139,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,890.4,,,,,19.7,,,6.3,,2.1,,
automatica,01/01/2012,31/10/2024,31/08/2023,Mensal,BRASILIA,Operante,A140,-1578944444.0,-4792583332.0,1160.96,,,,,,,,4.0,21.0,,888.8,,,,,21.8,,,6.1,,2.2,,
automatica,01/01/2012,31/10/2024,30/09/2023,Mensal,BRASILIA,Operante,A141,-1578944444.0,-4792583332.0,1160.96,,,,,,,,4.0,46.6,,887.8,,,,,24.4,,,5.9,,2.2,,
automatica,01/01/2012,31/10/2024,31/10/2023,Mensal,BRASILIA,Operante,A142,-1578944444.0,-4792583332.0,1160.96,,,,,,,,13.0,102.4,,886.3,,,,,24.5,,,5.5,,2.0,,
automatica,01/01/2012,31/10/2024,30/11/2023,Mensal,BRASILIA,Operante,A143,-1578944444.0,-4792583332.0,1160.96,,,,,,,,13.0,128.0,,885.9,,,,,24.3,,,6.4,,2.1,,
automatica,01/01/2012,31/10/2024,31/12/2023,Mensal,BRASILIA,Operante,A144,-1578944444.0,-4792583332.0,1160.96,,,,,,,,16.0,125.8,,886.0,,,,,23.3,,,5.0,,2.0,,
automatica,01/01/2012,31/10/2024,31/01/2024,Mensal,BRASILIA,Operante,A145,-1578944444.0,-4792583332.0,1160.96,,,,,,,,21.0,318.4,,886.2,,,,,22.1,,,5.4,,1.9,,
automatica,01/01/2012,31/10/2024,29/02/2024,Mensal,BRASILIA,Operante,A146,-1578944444.0,-4792583332.0,1160.96,,,,,,,,15.0,106.8,,887.5,,,,,22.2,,,5.5,,2.1,,
automatica,01/01/2012,31/10/2024,31/03/2024,Mensal,BRASILIA,Operante,A147,-1578944444.0,-4792583332.0,1160.96,,,,,,,,18.0,117.4,,887.1,,,,,22.8,,,4.7,,1.7,,
automatica,01/01/2012,31/10/2024,30/04/2024,Mensal,BRASILIA,Operante,A148,-1578944444.0,-4792583332.0,1160.96,,,,,,,,10.0,130.4,,887.4,,,,,22.6,,,4.9,,2.0,,
automatica,01/01/2012,31/10/2024,31/05/2024,Mensal,BRASILIA,Operante,A149,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,888.8,,,,,21.3,,,5.4,,2.1,,
automatica,01/01/2012,31/10/2024,30/06/2024,Mensal,BRASILIA,Operante,A150,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,890.1,,,,,19.6,,,5.0,,2.1,,
automatica,01/01/2012,31/10/2024,31/07/2024,Mensal,BRASILIA,Operante,A151,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,891.0,,,,,19.8,,,5.2,,2.2,,
automatica,01/01/2012,31/10/2024,31/08/2024,Mensal,BRASILIA,Operante,A152,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,890.2,,,,,21.3,,,5.5,,2.5,,
automatica,01/01/2012,31/10/2024,30/09/2024,Mensal,BRASILIA,Operante,A153,-1578944444.0,-4792583332.0,1160.96,,,,,,,,0.0,0.0,,888.1,,,,,25.0,,,5.9,,2.6,,
automatica,01/01/2012,31/10/2024,31/10/2024,Mensal,BRASILIA,Operante,A154,-1578944444.0,-4792583332.0,1160.96,,,,,,,,18.0,268.8,,886.6,,,,,23.3,,,7.5,,2.1,,
convencional,01/01/2012,31/10/2024,31/01/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,155.2,169.2,34.0,211.7,5.9,7.0,,,33.6,,,,34.0,28.1,,24.6,69.4,,4.0,,1.7,71.3
convencional,01/01/2012,31/10/2024,29/02/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,151.5,156.7,16.9,179.4,7.3,10.0,,,16.8,,,,33.4,27.8,,24.1,69.4,,4.0,,1.4,66.5
convencional,01/01/2012,31/10/2024,31/03/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,153.1,173.5,46.7,164.4,6.8,7.0,,,46.6,,,,34.1,28.1,,24.5,68.2,,3.5,,1.3,67.4
convencional,01/01/2012,31/10/2024,30/04/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,94.1,152.7,152.7,145.6,7.5,20.0,,,246.9,,,,33.1,27.5,,24.3,80.0,,3.0,,0.7,67.7
convencional,01/01/2012,31/10/2024,31/05/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,82.4,158.6,158.6,179.5,7.1,17.0,,,303.7,,,,32.7,27.4,,23.9,80.8,,3.0,,0.6,68.6
convencional,01/01/2012,31/10/2024,30/06/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,85.5,151.7,87.6,196.9,6.6,14.0,,,105.4,,,,33.2,27.6,,24.2,79.7,,3.0,,0.7,68.2
convencional,01/01/2012,31/10/2024,31/07/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,63.5,143.2,143.2,150.0,7.6,25.0,,,342.8,,,,32.3,26.7,,23.7,84.2,,3.0,,0.3,63.1
convencional,01/01/2012,31/10/2024,31/08/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,74.1,146.9,146.9,179.5,7.4,24.0,,,308.6,,,,33.1,26.9,,23.8,81.9,,3.0,,0.6,67.7
convencional,01/01/2012,31/10/2024,30/09/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,122.2,183.3,130.8,231.5,4.2,8.0,,,59.9,,,,35.5,28.8,,24.6,71.0,,2.5,,1.0,70.6
convencional,01/01/2012,31/10/2024,31/10/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,148.4,213.1,57.9,257.7,4.8,7.0,,,35.6,,,,36.4,29.8,,25.4,68.8,,3.0,,1.1,70.8
convencional,01/01/2012,31/10/2024,30/11/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,163.3,157.0,17.5,247.2,7.0,6.0,,,13.8,,,,36.5,29.8,,25.0,67.4,,2.5,,1.0,66.1
convencional,01/01/2012,31/10/2024,31/12/2012,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,131.9,176.3,47.0,198.9,6.4,7.0,,,46.2,,,,34.2,28.5,,24.7,71.0,,3.0,,1.1,62.5
convencional,01/01/2012,31/10/2024,31/01/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,210.1,189.5,0.3,215.6,5.8,0.0,,,0.0,,,,35.0,29.0,,25.0,62.1,,4.0,,2.0,66.2
convencional,01/01/2012,31/10/2024,28/02/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,133.7,123.0,78.5,114.4,7.4,10.0,,,78.4,,,,34.0,28.0,,24.5,72.0,,3.5,,1.4,65.9
convencional,01/01/2012,31/10/2024,31/03/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,182.0,188.8,13.8,197.8,6.8,4.0,,,13.8,,,,35.1,29.0,,25.2,65.3,,4.5,,1.5,68.1
convencional,01/01/2012,31/10/2024,30/04/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,141.3,178.9,167.8,129.9,7.3,13.0,,,168.6,,,,34.4,28.4,,25.0,72.9,,4.0,,1.2,62.1
convencional,01/01/2012,31/10/2024,31/05/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,68.0,151.7,151.7,136.9,7.7,24.0,,,314.0,,,,32.5,27.2,,24.3,84.1,,4.0,,0.5,63.1
convencional,01/01/2012,31/10/2024,30/06/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,83.5,156.2,156.2,189.1,6.8,14.0,,,216.4,,,,33.4,27.7,,24.4,79.8,,4.0,,0.5,63.0
convencional,01/01/2012,31/10/2024,31/07/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,82.2,147.6,147.6,201.6,6.8,21.0,,,253.7,,,,32.6,27.1,,23.8,80.4,,3.0,,0.4,61.9
convencional,01/01/2012,31/10/2024,31/08/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,70.8,146.9,146.9,177.0,7.3,22.0,,,312.7,,,,32.7,27.0,,23.8,84.6,,2.0,,0.5,61.3
convencional,01/01/2012,31/10/2024,30/09/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,100.5,173.2,137.1,224.2,6.9,13.0,,,74.2,,,,35.0,28.5,,24.5,78.2,,2.0,,0.6,64.2
convencional,01/01/2012,31/10/2024,31/10/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,124.4,196.2,78.3,214.9,6.9,9.0,,,90.1,,,,35.6,29.1,,24.7,69.2,,3.0,,0.9,64.6
convencional,01/01/2012,31/10/2024,30/11/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,115.8,129.4,129.4,202.4,6.8,8.0,,,251.0,,,,35.0,28.7,,24.6,70.6,,3.0,,0.9,64.2
convencional,01/01/2012,31/10/2024,31/12/2013,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,126.6,178.9,139.3,203.4,6.6,7.0,,,77.8,,,,34.1,28.5,,24.9,70.3,,3.0,,1.2,64.8
convencional,01/01/2012,31/10/2024,31/01/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,174.0,176.6,32.8,231.8,4.6,3.0,,,3.8,,,,34.6,28.6,,24.4,65.9,,4.5,,1.9,64.6
convencional,01/01/2012,31/10/2024,28/02/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,164.1,164.9,24.0,158.0,6.5,5.0,,,19.2,,,,34.6,28.6,,24.5,63.6,,4.0,,1.5,63.7
convencional,01/01/2012,31/10/2024,31/03/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,199.2,202.4,23.2,186.2,6.7,6.0,,,22.0,,,,35.3,29.2,,25.2,62.5,,5.0,,1.7,62.3
convencional,01/01/2012,31/10/2024,30/04/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,141.4,173.9,72.5,141.9,7.3,10.0,,,72.3,,,,34.3,28.5,,24.7,71.3,,4.0,,1.1,62.2
convencional,01/01/2012,31/10/2024,31/05/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,137.0,191.2,79.2,194.6,7.2,9.0,,,79.0,,,,34.9,28.9,,25.2,71.8,,4.0,,1.1,62.8
convencional,01/01/2012,31/10/2024,30/06/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,66.8,183.0,36.0,132.0,8.0,24.0,,,357.3,,,,32.4,27.0,,24.2,83.4,,4.0,,0.6,60.1
convencional,01/01/2012,31/10/2024,31/07/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,156.6,156.6,219.1,6.0,18.0,,,215.6,,,,33.0,27.4,,23.8,85.6,,2.6,,0.6,96.5
convencional,01/01/2012,31/10/2024,31/08/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,151.3,151.3,172.8,7.3,18.0,,,195.1,,,,33.3,27.3,,24.4,81.8,,2.1,,0.5,97.3
convencional,01/01/2012,31/10/2024,30/09/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,196.5,105.0,266.5,6.3,6.0,,,22.5,,,,36.2,29.4,,25.0,67.9,,3.1,,1.2,97.6
convencional,01/01/2012,31/10/2024,31/10/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,185.6,130.1,212.5,7.3,9.0,,,121.8,,,,35.5,28.8,,25.0,73.7,,3.6,,0.9,97.4
convencional,01/01/2012,31/10/2024,30/11/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,183.6,119.3,205.2,7.0,8.0,,,114.7,,,,35.5,29.0,,25.2,72.0,,3.1,,1.0,97.4
convencional,01/01/2012,31/10/2024,31/12/2014,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,189.2,34.0,230.7,6.4,6.0,,,30.3,,,,35.0,28.8,,25.0,69.2,,5.1,,1.6,97.4
convencional,01/01/2012,31/10/2024,31/01/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,179.1,7.7,213.1,5.7,5.0,,,6.9,,,,34.6,28.6,,24.7,64.3,,4.1,,1.9,97.4
convencional,01/01/2012,31/10/2024,28/02/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,181.8,1.1,175.4,5.8,2.0,,,1.0,,,,36.0,29.5,,25.1,59.4,,4.1,,1.9,97.5
convencional,01/01/2012,31/10/2024,31/03/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,205.3,7.7,127.1,4.5,2.0,,,7.7,,,,35.2,29.6,,25.4,63.6,,4.6,,1.9,97.3
convencional,01/01/2012,31/10/2024,30/04/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,205.5,56.1,186.5,5.2,7.0,,,56.1,,,,35.4,29.5,,25.4,66.9,,4.1,,1.8,97.0
convencional,01/01/2012,31/10/2024,31/05/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,149.5,149.5,133.6,6.0,18.0,,,335.2,,,,32.1,27.3,,24.4,83.4,,3.1,,1.0,97.1
convencional,01/01/2012,31/10/2024,30/06/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,117.1,117.1,,4.9,20.0,,,248.0,,,,33.3,27.7,,24.4,84.6,,3.1,,0.8,97.4
convencional,01/01/2012,31/10/2024,31/07/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,156.6,156.6,191.3,5.2,21.0,,,301.5,,,,33.1,27.5,,24.1,85.1,,2.6,,0.6,97.4
convencional,01/01/2012,31/10/2024,31/08/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,170.1,170.1,207.4,5.4,16.0,,,263.7,,,,34.6,28.4,,24.8,84.6,,2.6,,0.8,97.6
convencional,01/01/2012,31/10/2024,30/09/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,219.1,102.6,273.1,2.6,4.0,,,15.7,,,,36.6,30.1,,25.5,71.5,,2.6,,1.1,97.8
convencional,01/01/2012,31/10/2024,31/10/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,243.6,55.7,254.2,3.7,5.0,,,44.4,,,,37.8,30.7,,26.0,68.2,,3.1,,1.3,98.0
convencional,01/01/2012,31/10/2024,30/11/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,216.5,20.5,220.0,3.8,7.0,,,19.0,,,,36.6,30.3,,26.0,70.9,,10.3,,1.9,97.9
convencional,01/01/2012,31/10/2024,31/12/2015,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,176.4,13.7,180.3,3.0,7.0,,,13.5,,,,32.8,28.4,,25.0,72.0,,8.7,,3.7,97.8
convencional,01/01/2012,31/10/2024,31/01/2016,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,164.3,0.0,204.9,2.1,,,,0.0,,,,,,,25.2,63.1,,9.8,,4.3,97.5
convencional,01/01/2012,31/10/2024,29/02/2016,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,152.3,28.5,171.7,4.5,8.0,,,28.5,,,,,,,25.5,70.7,,9.3,,2.8,97.7
convencional,01/01/2012,31/10/2024,31/03/2016,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,5.0,,197.0,0.4,183.4,3.6,1.0,,,0.4,,,,,,,26.4,65.0,,8.7,,3.0,97.3
convencional,01/01/2012,31/10/2024,30/04/2016,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,,,,,,,5.0,,,,,,,,,,,,,,,,
convencional,01/01/2012,31/10/2024,31/05/2016,Mensal,BOA VISTA,Operante,82024,2.82944443,-60.66194444,84.18,0.0,,168.2,168.2,113.9,6.6,19.0,,,350.4,,,,33.2,28.0,,24.9,84.3,,2.6,,0.7,97.8
